dataset_id	method	status	h5ad_path	input_shape	preprocessed_shape	embedding_shape	robust_components	cluster_n	label_key	ari	nmi	n_rand_matrix	device	torch_version	torch_cuda_available	cuda_peak_memory_mb	elapsed_sec	python_executable	sclens_commit	error
pbmc3k_10x	scLENSpy_smoke	pass	E:\4实验数据\10新算法\data\processed\pbmc3k_10x.h5ad	1000x13714	1000x7770	1000x9	9	5		nan	nan	2	cuda	2.7.0+cu118	True	426.687	13.485	D:\BioSoft\python\Python311\python.exe	bf267224753af88c3f11bf31be1ee6916d3351b3	
