ablation_id	component_family	scenario	setting_id	repeat	variant_label	n_cells	n_genes	false_signal	false_call	ari	nmi	rare_f1	rare_precision	rare_recall	power_pass	config_whiten	config_pc_rule	config_hvg_rule	config_embedding_rule	config_rare_state_guard	config_min_embedding_pcs	config_n_permutations	config_tw_alpha	analysis_status	no_call_reason	n_signal_pcs	n_embedding_pcs	cluster_n	selected_hvg_n	strict_signal_pcs	accepted_embedding_pcs	near_edge_candidate_pcs	embedding_pc_stability_min	embedding_pc_stability_median	null_false_positive_rate	selected_edge	mp_edge	tw_edge	runtime_seconds	peak_memory_mb	prevalence	effect_size	batch_states	batch_markers_per_state	batch_dropout_rate	batch_ari	batch_nmi	batch_aware
hvg_rule_dispersion	hvg_selection	rare_state_power	prevalence_0.040_effect_4.00	8	dispersion HVG	180	360			0.11034096911668821	0.2848260502436282	1.0	1.0	1.0	1.0	biwhiten	mp_tw	dispersion	adaptive_near_edge	adaptive_binary_split	0	0	0.01	ok		2	3	4	360	2	3	7	0.8804231025656237	1.0		5.916304153574281	5.709692895985795	5.916304153574281	2.1950049999868497	6.909426689147949	0.04	4.0						False
hvg_rule_spectral_plateau	hvg_selection	rare_state_power	prevalence_0.040_effect_4.00	8	spectral plateau HVG	180	360			0.13006883346972473	0.33071231132077106	1.0	1.0	1.0	1.0	biwhiten	mp_tw	spectral_plateau	adaptive_near_edge	adaptive_binary_split	0	0	0.01	ok		2	3	3	120	2	3	1	0.9456845099055498	1.0		3.4355987589723913	3.264087031611249	3.4355987589723913	2.7183981999987736	6.1724853515625	0.04	4.0						False
embedding_strict_signal	adaptive_embedding	rare_state_power	prevalence_0.040_effect_4.00	8	strict signal embedding	180	360			0.0976781929284649	0.26757977622265056	1.0	1.0	1.0	1.0	biwhiten	mp_tw	spectral_stability	strict_signal	adaptive_binary_split	0	0	0.01	ok		2	2	4	360	2	2	7	1.0	1.0		5.916304153574281	5.709692895985795	5.916304153574281	1.899328900006367	6.699494361877441	0.04	4.0						False
rare_state_guard_off	rare_state_guard	rare_state_power	prevalence_0.040_effect_4.00	8	rare-state guard off	180	360			0.003270201530970054	0.06077673835101331	0.15555555555555556	0.08433734939759036	1.0	0.0	biwhiten	mp_tw	spectral_stability	adaptive_near_edge	off	0	0	0.01	ok		2	3	3	360	2	3	7	0.8277373931475331	1.0		5.916304153574281	5.709692895985795	5.916304153574281	1.34964279999258	6.909823417663574	0.04	4.0						False
force_min_embedding_pcs_10	no_call_contract	rare_state_power	prevalence_0.040_effect_4.00	8	force minimum 10 embedding PCs	180	360			0.0019115822019818718	0.06005107606819175	0.15555555555555556	0.08433734939759036	1.0	0.0	biwhiten	mp_tw	spectral_stability	adaptive_near_edge	adaptive_binary_split	10	0	0.01	ok		2	10	3	360	2	10	7	0.5044187311272552	0.7082690362750688		5.916304153574281	5.709692895985795	5.916304153574281	3.121974700014107	7.555291175842285	0.04	4.0						False
whiten_zscore	biwhitening	rare_state_power	prevalence_0.040_effect_4.00	8	z-score whitening	180	360			0.10027908241666937	0.2674791231214228	1.0	1.0	1.0	1.0	zscore	mp_tw	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	0	0.01	ok		2	4	4	360	2	4	8	0.7887304371763946	0.8961725707276378		5.782053982368005	5.580131056546175	5.782053982368005	2.678978400013875	8.088809967041016	0.04	4.0						False
default_v3_3	reference	batch_effect	planted_states_with_batch_effect	8	default RMTGuard v3.3	180	360			0.6887869924992742	0.6998384988749646					biwhiten	mp_tw	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	0	0.01	ok		4	5	4	360	4	5	5	0.910890913675432	1.0		5.646869942583042	5.449667961415314	5.646869942583042	2.484750300005544	7.818323135375977			3.0	12.0	0.1	0.03331507442529805	0.0685433359226632	False
pc_rule_mp_only	pc_calibration	batch_effect	planted_states_with_batch_effect	8	MP edge only	180	360			0.015750797365221704	0.08123226693669762					biwhiten	mp	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	0	0.01	ok		4	7	4	360	4	7	7	0.7869586607509698	1.0		5.449667961415314	5.449667961415314	5.646869942583042	2.7828184999816585	7.135183334350586			3.0	12.0	0.1	0.7996498098310908	0.7291774807171735	False
pc_rule_mp_tw_permutation	pc_calibration	batch_effect	planted_states_with_batch_effect	8	MP + TW + permutation	180	360			0.869280180278045	0.8184358705855505					biwhiten	mp_tw_permutation	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	3	0.1	ok		4	6	4	360	4	6	4	0.7517200440815623	1.0	0.3333333333333333	5.764968584722811	5.449667961415314	5.558303694924516	2.84255599998869	6.975690841674805			3.0	12.0	0.1	0.004733577893837639	0.013130516633783862	False
hvg_rule_dispersion	hvg_selection	batch_effect	planted_states_with_batch_effect	8	dispersion HVG	180	360			0.729133829765636	0.7230833316965262					biwhiten	mp_tw	dispersion	adaptive_near_edge	adaptive_binary_split	0	0	0.01	ok		4	5	4	360	4	5	5	0.8758475474096712	1.0		5.646869942583042	5.449667961415314	5.646869942583042	2.3507488000032026	6.847757339477539			3.0	12.0	0.1	0.001132735557909933	0.02629673399008073	False
hvg_rule_spectral_plateau	hvg_selection	batch_effect	planted_states_with_batch_effect	8	spectral plateau HVG	180	360			0.7734136569363731	0.7604537052482742					biwhiten	mp_tw	spectral_plateau	adaptive_near_edge	adaptive_binary_split	0	0	0.01	ok		4	5	3	120	4	5	4	0.9133579531382772	1.0		2.864582686612042	2.721577184742374	2.864582686612042	2.5903178000007756	5.905149459838867			3.0	12.0	0.1	0.01534469942992155	0.021483810740843243	False
embedding_strict_signal	adaptive_embedding	batch_effect	planted_states_with_batch_effect	8	strict signal embedding	180	360			0.9495847055491335	0.9189886137924155					biwhiten	mp_tw	spectral_stability	strict_signal	adaptive_binary_split	0	0	0.01	ok		4	4	4	360	4	4	5	1.0	1.0		5.646869942583042	5.449667961415314	5.646869942583042	2.299090199987404	6.77255916595459			3.0	12.0	0.1	-0.00020969583419393437	0.021615027310330513	False
rare_state_guard_off	rare_state_guard	batch_effect	planted_states_with_batch_effect	8	rare-state guard off	180	360			0.734502470872448	0.7007832591536427					biwhiten	mp_tw	spectral_stability	adaptive_near_edge	off	0	0	0.01	ok		4	9	3	360	4	9	5	0.8092240355417093	0.9548437317461951		5.646869942583042	5.449667961415314	5.646869942583042	1.6648359000100754	7.347683906555176			3.0	12.0	0.1	-0.00742211146422889	0.00026927630132931885	False
force_min_embedding_pcs_10	no_call_contract	batch_effect	planted_states_with_batch_effect	8	force minimum 10 embedding PCs	180	360			0.7641095820978737	0.7099513006080923					biwhiten	mp_tw	spectral_stability	adaptive_near_edge	adaptive_binary_split	10	0	0.01	ok		4	10	4	360	4	10	5	0.6208671003105356	0.854575544881972		5.646869942583042	5.449667961415314	5.646869942583042	3.0205081999883987	7.49397087097168			3.0	12.0	0.1	-0.0020985613554769223	0.01993555870285012	False
whiten_zscore	biwhitening	batch_effect	planted_states_with_batch_effect	8	z-score whitening	180	360			0.6523677903613737	0.6577149953042973					zscore	mp_tw	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	0	0.01	ok		10	10	13	360	10	10	9	1.0	1.0		5.108291729413708	4.929898166313102	5.108291729413708	2.9434852999984287	8.408806800842285			3.0	12.0	0.1	0.038388383450839524	0.10393169811358391	False
batch_residualized	batch_residualization	batch_effect	planted_states_with_batch_effect	8	batch residualized fit	180	360			0.9170833544849992	0.8763448729546749					biwhiten	mp_tw	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	0	0.01	ok		3	4	4	360	3	4	5	0.8343707746181073	1.0		5.835707862942577	5.6319112174044745	5.835707862942577	2.2844235000084154	7.5219221115112305			3.0	12.0	0.1	0.0009005889956572485	0.022764081564707026	True
default_v3_3	reference	realistic_null	library_multinomial_null	9	default RMTGuard v3.3	180	360	0.0	0.0							biwhiten	mp_tw	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	0	0.01	diagnostic_no_call	insufficient_signal_pcs_for_embedding	1	0	1	360	1	0	0				5.850100605900751	5.6458013319234155	5.850100605900751	0.16669109999202192	4.24736213684082								False
pc_rule_mp_only	pc_calibration	realistic_null	library_multinomial_null	9	MP edge only	180	360	0.0	0.0							biwhiten	mp	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	0	0.01	diagnostic_no_call	insufficient_signal_pcs_for_embedding	1	0	1	360	1	0	0				5.6458013319234155	5.6458013319234155	5.850100605900751	0.16157470000325702	3.6360883712768555								False
pc_rule_mp_tw_permutation	pc_calibration	realistic_null	library_multinomial_null	9	MP + TW + permutation	180	360	0.0	0.0							biwhiten	mp_tw_permutation	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	3	0.1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	1	0	1	360	1	0	0			0.3333333333333333	5.832375356611331	5.6458013319234155	5.758346861904923	0.20251030000508763	3.6360387802124023								False
hvg_rule_dispersion	hvg_selection	realistic_null	library_multinomial_null	9	dispersion HVG	180	360	0.0	0.0							biwhiten	mp_tw	dispersion	adaptive_near_edge	adaptive_binary_split	0	0	0.01	diagnostic_no_call	insufficient_signal_pcs_for_embedding	1	0	1	360	1	0	0				5.850100605900751	5.6458013319234155	5.850100605900751	0.1476072999939788	3.6361522674560547								False
hvg_rule_spectral_plateau	hvg_selection	realistic_null	library_multinomial_null	9	spectral plateau HVG	180	360	0.0	0.0							biwhiten	mp_tw	spectral_plateau	adaptive_near_edge	adaptive_binary_split	0	0	0.01	diagnostic_no_call	insufficient_signal_pcs_for_embedding	1	0	1	120	1	0	0				3.3863882481306415	3.217333204541651	3.3863882481306415	0.15725950000341982	3.636237144470215								False
embedding_strict_signal	adaptive_embedding	realistic_null	library_multinomial_null	9	strict signal embedding	180	360	0.0	0.0							biwhiten	mp_tw	spectral_stability	strict_signal	adaptive_binary_split	0	0	0.01	diagnostic_no_call	insufficient_signal_pcs_for_embedding	1	0	1	360	1	0	0				5.850100605900751	5.6458013319234155	5.850100605900751	0.1700126000214368	3.635989189147949								False
rare_state_guard_off	rare_state_guard	realistic_null	library_multinomial_null	9	rare-state guard off	180	360	0.0	0.0							biwhiten	mp_tw	spectral_stability	adaptive_near_edge	off	0	0	0.01	diagnostic_no_call	insufficient_signal_pcs_for_embedding	1	0	1	360	1	0	0				5.850100605900751	5.6458013319234155	5.850100605900751	0.17347720000543632	3.6360883712768555								False
force_min_embedding_pcs_10	no_call_contract	realistic_null	library_multinomial_null	9	force minimum 10 embedding PCs	180	360	0.0	1.0							biwhiten	mp_tw	spectral_stability	adaptive_near_edge	adaptive_binary_split	10	0	0.01	ok		1	10	4	360	1	10	7	0.579358891776627	0.7203915222083073		5.850100605900751	5.6458013319234155	5.850100605900751	3.4022733000165317	8.073872566223145								False
whiten_zscore	biwhitening	realistic_null	library_multinomial_null	9	z-score whitening	180	360	1.0	1.0							zscore	mp_tw	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	0	0.01	ok		2	4	3	360	2	4	10	0.7848119086311336	0.9050006779630381		5.613310432252606	5.417280428125517	5.613310432252606	2.5507780000043567	8.136822700500488								False
default_v3_3	reference	realistic_null	gene_permutation_null	9	default RMTGuard v3.3	180	360	0.0	0.0							biwhiten	mp_tw	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	0	0.01	diagnostic_no_call	insufficient_signal_pcs_for_embedding	0	0	1	360	0	0	0				6.18929712723109	5.973152312858513	6.18929712723109	0.08900129998801276	4.247117042541504								False
pc_rule_mp_only	pc_calibration	realistic_null	gene_permutation_null	9	MP edge only	180	360	0.0	0.0							biwhiten	mp	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	0	0.01	diagnostic_no_call	insufficient_signal_pcs_for_embedding	0	0	1	360	0	0	0				5.973152312858513	5.973152312858513	6.18929712723109	0.08473939998657443	3.6362037658691406								False
pc_rule_mp_tw_permutation	pc_calibration	realistic_null	gene_permutation_null	9	MP + TW + permutation	180	360	0.0	0.0							biwhiten	mp_tw_permutation	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	3	0.1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	0	0	1	360	0	0	0			0.0	6.0922233805756445	5.973152312858513	6.0922233805756445	0.1320770000165794	3.6361989974975586								False
hvg_rule_dispersion	hvg_selection	realistic_null	gene_permutation_null	9	dispersion HVG	180	360	0.0	0.0							biwhiten	mp_tw	dispersion	adaptive_near_edge	adaptive_binary_split	0	0	0.01	diagnostic_no_call	insufficient_signal_pcs_for_embedding	0	0	1	360	0	0	0				6.18929712723109	5.973152312858513	6.18929712723109	0.09339729999192059	3.63590145111084								False
hvg_rule_spectral_plateau	hvg_selection	realistic_null	gene_permutation_null	9	spectral plateau HVG	180	360	0.0	0.0							biwhiten	mp_tw	spectral_plateau	adaptive_near_edge	adaptive_binary_split	0	0	0.01	diagnostic_no_call	insufficient_signal_pcs_for_embedding	0	0	1	360	0	0	0				6.18929712723109	5.973152312858513	6.18929712723109	0.08108519998495467	3.635951042175293								False
embedding_strict_signal	adaptive_embedding	realistic_null	gene_permutation_null	9	strict signal embedding	180	360	0.0	0.0							biwhiten	mp_tw	spectral_stability	strict_signal	adaptive_binary_split	0	0	0.01	diagnostic_no_call	insufficient_signal_pcs_for_embedding	0	0	1	360	0	0	0				6.18929712723109	5.973152312858513	6.18929712723109	0.07900430000154302	3.6361989974975586								False
rare_state_guard_off	rare_state_guard	realistic_null	gene_permutation_null	9	rare-state guard off	180	360	0.0	0.0							biwhiten	mp_tw	spectral_stability	adaptive_near_edge	off	0	0	0.01	diagnostic_no_call	insufficient_signal_pcs_for_embedding	0	0	1	360	0	0	0				6.18929712723109	5.973152312858513	6.18929712723109	0.08538180001778528	3.63590145111084								False
force_min_embedding_pcs_10	no_call_contract	realistic_null	gene_permutation_null	9	force minimum 10 embedding PCs	180	360	0.0	1.0							biwhiten	mp_tw	spectral_stability	adaptive_near_edge	adaptive_binary_split	10	0	0.01	ok		0	10	3	360	0	10	8	0.5344446044108044	0.6525637305691081		6.18929712723109	5.973152312858513	6.18929712723109	3.1790715999959502	7.268424987792969								False
whiten_zscore	biwhitening	realistic_null	gene_permutation_null	9	z-score whitening	180	360	0.0	0.0							zscore	mp_tw	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	0	0.01	diagnostic_no_call	insufficient_signal_pcs_for_embedding	0	0	1	360	0	0	0				6.110332250251207	5.896945075126821	6.110332250251207	0.0722583000024315	3.8984785079956055								False
default_v3_3	reference	realistic_null	library_stratified_gene_null	9	default RMTGuard v3.3	180	360	0.0	0.0							biwhiten	mp_tw	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	0	0.01	diagnostic_no_call	insufficient_signal_pcs_for_embedding	1	0	1	360	1	0	0				6.11992284421277	5.906200742987902	6.11992284421277	0.10160200000973418	4.247645378112793								False
pc_rule_mp_only	pc_calibration	realistic_null	library_stratified_gene_null	9	MP edge only	180	360	0.0	0.0							biwhiten	mp	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	0	0.01	diagnostic_no_call	insufficient_signal_pcs_for_embedding	1	0	1	360	1	0	0				5.906200742987902	5.906200742987902	6.11992284421277	0.10041120002279058	3.636662483215332								False
pc_rule_mp_tw_permutation	pc_calibration	realistic_null	library_stratified_gene_null	9	MP + TW + permutation	180	360	0.0	0.0							biwhiten	mp_tw_permutation	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	3	0.1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	1	0	1	360	1	0	0			0.0	6.02393717289701	5.906200742987902	6.02393717289701	0.13110389999928884	3.6364002227783203								False
hvg_rule_dispersion	hvg_selection	realistic_null	library_stratified_gene_null	9	dispersion HVG	180	360	0.0	0.0							biwhiten	mp_tw	dispersion	adaptive_near_edge	adaptive_binary_split	0	0	0.01	diagnostic_no_call	insufficient_signal_pcs_for_embedding	1	0	1	360	1	0	0				6.11992284421277	5.906200742987902	6.11992284421277	0.09515809998265468	3.636712074279785								False
hvg_rule_spectral_plateau	hvg_selection	realistic_null	library_stratified_gene_null	9	spectral plateau HVG	180	360	0.0	0.0							biwhiten	mp_tw	spectral_plateau	adaptive_near_edge	adaptive_binary_split	0	0	0.01	diagnostic_no_call	insufficient_signal_pcs_for_embedding	1	0	1	120	1	0	0				3.5781502238952356	3.3995220520066507	3.5781502238952356	0.11977829999523237	3.636301040649414								False
embedding_strict_signal	adaptive_embedding	realistic_null	library_stratified_gene_null	9	strict signal embedding	180	360	0.0	0.0							biwhiten	mp_tw	spectral_stability	strict_signal	adaptive_binary_split	0	0	0.01	diagnostic_no_call	insufficient_signal_pcs_for_embedding	1	0	1	360	1	0	0				6.11992284421277	5.906200742987902	6.11992284421277	0.08479100000113249	3.636350631713867								False
rare_state_guard_off	rare_state_guard	realistic_null	library_stratified_gene_null	9	rare-state guard off	180	360	0.0	0.0							biwhiten	mp_tw	spectral_stability	adaptive_near_edge	off	0	0	0.01	diagnostic_no_call	insufficient_signal_pcs_for_embedding	1	0	1	360	1	0	0				6.11992284421277	5.906200742987902	6.11992284421277	0.09844619999057613	3.6364994049072266								False
force_min_embedding_pcs_10	no_call_contract	realistic_null	library_stratified_gene_null	9	force minimum 10 embedding PCs	180	360	0.0	1.0							biwhiten	mp_tw	spectral_stability	adaptive_near_edge	adaptive_binary_split	10	0	0.01	ok		1	10	3	360	1	10	4	0.4541259088562003	0.8069207703265496		6.11992284421277	5.906200742987902	6.11992284421277	3.1199201999988873	7.373628616333008								False
whiten_zscore	biwhitening	realistic_null	library_stratified_gene_null	9	z-score whitening	180	360	0.0	0.0							zscore	mp_tw	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	0	0.01	diagnostic_no_call	insufficient_signal_pcs_for_embedding	1	0	1	360	1	0	0				6.0386611892060635	5.82777693612065	6.0386611892060635	0.07563810001011007	3.899123191833496								False
default_v3_3	reference	rare_state_power	prevalence_0.020_effect_6.00	9	default RMTGuard v3.3	180	360			0.0808169755017659	0.24033011532722576	1.0	1.0	1.0	1.0	biwhiten	mp_tw	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	0	0.01	ok		2	4	3	360	2	4	5	0.8253294877920307	0.918357093243056		6.1198766196241685	5.9061561326706675	6.1198766196241685	2.347403400024632	8.010717391967773	0.02	6.0						False
pc_rule_mp_only	pc_calibration	rare_state_power	prevalence_0.020_effect_6.00	9	MP edge only	180	360			0.0808169755017659	0.24033011532722576	1.0	1.0	1.0	1.0	biwhiten	mp	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	0	0.01	ok		2	3	3	360	2	3	7	0.8797231260608345	1.0		5.9061561326706675	5.9061561326706675	6.1198766196241685	2.3775541000068188	6.919936180114746	0.02	6.0						False
pc_rule_mp_tw_permutation	pc_calibration	rare_state_power	prevalence_0.020_effect_6.00	9	MP + TW + permutation	180	360			0.0673971334300802	0.202834656516009	1.0	1.0	1.0	1.0	biwhiten	mp_tw_permutation	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	3	0.1	ok		2	5	4	360	2	5	5	0.7594601444602149	0.9447260252696685	0.0	6.023891673300909	5.9061561326706675	6.023891673300909	2.8311554999963846	7.212398529052734	0.02	6.0						False
hvg_rule_dispersion	hvg_selection	rare_state_power	prevalence_0.020_effect_6.00	9	dispersion HVG	180	360			0.0808169755017659	0.24033011532722576	1.0	1.0	1.0	1.0	biwhiten	mp_tw	dispersion	adaptive_near_edge	adaptive_binary_split	0	0	0.01	ok		2	3	3	360	2	3	5	0.8481452769246939	1.0		6.1198766196241685	5.9061561326706675	6.1198766196241685	2.3266387000039686	6.920550346374512	0.02	6.0						False
hvg_rule_spectral_plateau	hvg_selection	rare_state_power	prevalence_0.020_effect_6.00	9	spectral plateau HVG	180	360			0.08052813448642773	0.2400731355604204	1.0	1.0	1.0	1.0	biwhiten	mp_tw	spectral_plateau	adaptive_near_edge	adaptive_binary_split	0	0	0.01	ok		2	4	3	240	2	4	4	0.7605359840667265	0.9426946795345327		4.750848118194314	4.560365438892734	4.750848118194314	2.4010954000113998	6.6267242431640625	0.02	6.0						False
embedding_strict_signal	adaptive_embedding	rare_state_power	prevalence_0.020_effect_6.00	9	strict signal embedding	180	360			0.05825669902336332	0.18766143266694302	1.0	1.0	1.0	1.0	biwhiten	mp_tw	spectral_stability	strict_signal	adaptive_binary_split	0	0	0.01	ok		2	2	4	360	2	2	5	1.0	1.0		6.1198766196241685	5.9061561326706675	6.1198766196241685	1.8752676000003703	6.707632064819336	0.02	6.0						False
rare_state_guard_off	rare_state_guard	rare_state_power	prevalence_0.020_effect_6.00	9	rare-state guard off	180	360			-0.00739468773573669	0.033429601215156014	0.07692307692307693	0.04	1.0	0.0	biwhiten	mp_tw	spectral_stability	adaptive_near_edge	off	0	0	0.01	ok		2	3	2	360	2	3	5	0.9434820901526966	1.0		6.1198766196241685	5.9061561326706675	6.1198766196241685	1.476743199978955	6.923262596130371	0.02	6.0						False
force_min_embedding_pcs_10	no_call_contract	rare_state_power	prevalence_0.020_effect_6.00	9	force minimum 10 embedding PCs	180	360			0.060128105465759835	0.19064088645548366	1.0	1.0	1.0	1.0	biwhiten	mp_tw	spectral_stability	adaptive_near_edge	adaptive_binary_split	10	0	0.01	ok		2	10	4	360	2	10	5	0.5196155185090086	0.6788450843888112		6.1198766196241685	5.9061561326706675	6.1198766196241685	3.0957381000043824	7.480256080627441	0.02	6.0						False
whiten_zscore	biwhitening	rare_state_power	prevalence_0.020_effect_6.00	9	z-score whitening	180	360			0.0808169755017659	0.24033011532722576	1.0	1.0	1.0	1.0	zscore	mp_tw	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	0	0.01	ok		2	3	3	360	2	3	8	0.9133019601103451	1.0		5.844536286204864	5.6404313313599035	5.844536286204864	2.400411999988137	7.838212966918945	0.02	6.0						False
default_v3_3	reference	rare_state_power	prevalence_0.040_effect_4.00	9	default RMTGuard v3.3	180	360			0.11559570107297668	0.29215191597733386	1.0	1.0	1.0	1.0	biwhiten	mp_tw	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	0	0.01	ok		2	3	4	360	2	3	5	0.7775217933342691	1.0		5.940253241489234	5.732805625416843	5.940253241489234	2.194268999999622	7.981381416320801	0.04	4.0						False
pc_rule_mp_only	pc_calibration	rare_state_power	prevalence_0.040_effect_4.00	9	MP edge only	180	360			0.11559570107297668	0.29215191597733386	1.0	1.0	1.0	1.0	biwhiten	mp	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	0	0.01	ok		2	3	4	360	2	3	7	0.8008294992646194	1.0		5.732805625416843	5.732805625416843	5.940253241489234	2.1374682000023313	7.06591796875	0.04	4.0						False
pc_rule_mp_tw_permutation	pc_calibration	rare_state_power	prevalence_0.040_effect_4.00	9	MP + TW + permutation	180	360			0.10941298652332505	0.28096629406869417	1.0	1.0	1.0	1.0	biwhiten	mp_tw_permutation	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	3	0.1	ok		2	2	4	360	2	2	6	1.0	1.0	0.0	5.847085531751006	5.732805625416843	5.847085531751006	2.0099642999994103	6.919055938720703	0.04	4.0						False
hvg_rule_dispersion	hvg_selection	rare_state_power	prevalence_0.040_effect_4.00	9	dispersion HVG	180	360			0.11559570107297668	0.29215191597733386	1.0	1.0	1.0	1.0	biwhiten	mp_tw	dispersion	adaptive_near_edge	adaptive_binary_split	0	0	0.01	ok		2	3	4	360	2	3	5	0.7727062562353763	1.0		5.940253241489234	5.732805625416843	5.940253241489234	2.3003825999912806	7.063864707946777	0.04	4.0						False
hvg_rule_spectral_plateau	hvg_selection	rare_state_power	prevalence_0.040_effect_4.00	9	spectral plateau HVG	180	360			0.13061661955938733	0.33109768215461205	1.0	1.0	1.0	1.0	biwhiten	mp_tw	spectral_plateau	adaptive_near_edge	adaptive_binary_split	0	0	0.01	ok		2	4	3	120	2	4	2	0.7915671255101522	0.917385789559664		3.4555700751421057	3.28306134109472	3.4555700751421057	2.4314969000115525	6.245575904846191	0.04	4.0						False
embedding_strict_signal	adaptive_embedding	rare_state_power	prevalence_0.040_effect_4.00	9	strict signal embedding	180	360			0.10941298652332505	0.28096629406869417	1.0	1.0	1.0	1.0	biwhiten	mp_tw	spectral_stability	strict_signal	adaptive_binary_split	0	0	0.01	ok		2	2	4	360	2	2	5	1.0	1.0		5.940253241489234	5.732805625416843	5.940253241489234	1.995002999989083	6.918153762817383	0.04	4.0						False
rare_state_guard_off	rare_state_guard	rare_state_power	prevalence_0.040_effect_4.00	9	rare-state guard off	180	360			0.005769680654355267	0.03083231822825094	0.13793103448275862	0.075	0.8571428571428571	0.0	biwhiten	mp_tw	spectral_stability	adaptive_near_edge	off	0	0	0.01	ok		2	3	3	360	2	3	5	0.8386539633444725	1.0		5.940253241489234	5.732805625416843	5.940253241489234	1.3212930999870878	7.065203666687012	0.04	4.0						False
force_min_embedding_pcs_10	no_call_contract	rare_state_power	prevalence_0.040_effect_4.00	9	force minimum 10 embedding PCs	180	360			0.0018001621267613203	0.0604332621176786	0.16091954022988506	0.0875	1.0	0.0	biwhiten	mp_tw	spectral_stability	adaptive_near_edge	adaptive_binary_split	10	0	0.01	ok		2	10	3	360	2	10	5	0.5007005020328015	0.7234254309622464		5.940253241489234	5.732805625416843	5.940253241489234	3.2327198999992106	7.464449882507324	0.04	4.0						False
whiten_zscore	biwhitening	rare_state_power	prevalence_0.040_effect_4.00	9	z-score whitening	180	360			0.11559570107297668	0.29215191597733386	1.0	1.0	1.0	1.0	zscore	mp_tw	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	0	0.01	ok		2	3	4	360	2	3	6	0.8435213274095756	1.0		5.8727167046288065	5.667627623285479	5.8727167046288065	2.1760617999825627	7.982271194458008	0.04	4.0						False
default_v3_3	reference	batch_effect	planted_states_with_batch_effect	9	default RMTGuard v3.3	180	360			0.8623201196792685	0.8213358122106239					biwhiten	mp_tw	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	0	0.01	ok		4	7	4	360	4	7	5	0.7698307502859465	1.0		5.698060020637678	5.4990703615331205	5.698060020637678	2.754524800024228	8.099080085754395			3.0	12.0	0.1	-0.003064676008161504	0.006708879912012029	False
pc_rule_mp_only	pc_calibration	batch_effect	planted_states_with_batch_effect	9	MP edge only	180	360			0.841637130254589	0.8097837491354154					biwhiten	mp	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	0	0.01	ok		4	9	4	360	4	9	7	0.824051525407931	0.9377127303477231		5.4990703615331205	5.4990703615331205	5.698060020637678	2.993656800012104	7.462333679199219			3.0	12.0	0.1	-0.006958051438106713	0.00022311837037150854	False
pc_rule_mp_tw_permutation	pc_calibration	batch_effect	planted_states_with_batch_effect	9	MP + TW + permutation	180	360			0.9409016599848911	0.9155638590821077					biwhiten	mp_tw_permutation	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	3	0.1	ok		4	6	4	360	4	6	4	0.8297508374681128	1.0	0.3333333333333333	5.726528204963176	5.4990703615331205	5.608690901091407	2.6892083999991883	7.063545227050781			3.0	12.0	0.1	-0.0035446834168073485	0.006498766252264052	False
hvg_rule_dispersion	hvg_selection	batch_effect	planted_states_with_batch_effect	9	dispersion HVG	180	360			0.7138319748673972	0.7378335675602123					biwhiten	mp_tw	dispersion	adaptive_near_edge	adaptive_binary_split	0	0	0.01	ok		4	8	4	360	4	8	5	0.8061631749798511	0.9579241068205944		5.698060020637678	5.4990703615331205	5.698060020637678	2.854027199995471	7.325873374938965			3.0	12.0	0.1	0.0013686166109094936	0.009606626125259912	False
