dataset_id	ablation_id	component_family	repeat	variant_label	n_cells	n_genes	label_key	batch_key	label_n	batch_n	analysis_status	no_call_reason	n_signal_pcs	n_embedding_pcs	accepted_embedding_pcs	cluster_n	selected_hvg_n	runtime_seconds	peak_memory_mb	label_ari	label_nmi	batch_ari	batch_nmi	config_whiten	config_hvg_rule	config_embedding_rule	config_rare_state_guard	config_min_embedding_pcs	batch_aware_fit	run_label	subsample_fraction	source_n_cells	subsample_n_cells
pbmc68k_zheng2017	force_min_embedding_pcs_10	no_call_contract	7	force minimum 10 embedding PCs	800	13187	cell	batch	11	1	ok		1	10	10	4	2000	18.30283970000164	252.93705940246585	0.0347200880269751	0.1101984195658174			biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	10	False	subsample80_pilot10	0.8	1000	800
pbmc68k_zheng2017	batch_residualized	batch_residualization	7	batch residualized fit	800	13187	cell	batch	11	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	1	0	0	1	2000	2.0983806000003824	402.701774597168	0.0	0.0			biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	True	subsample80_pilot10	0.8	1000	800
pbmc68k_zheng2017	default_v3_3	reference	8	default RMTGuard v3.3	800	13187	cell	batch	11	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	1	0	0	1	2000	1.948385399999097	253.5485038757324	0.0	0.0			biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_pilot10	0.8	1000	800
pbmc68k_zheng2017	embedding_strict_signal	adaptive_embedding	8	strict signal embedding	800	13187	cell	batch	11	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	1	0	0	1	2000	1.9775746999948751	252.9369659423828	0.0	0.0			biwhiten	spectral_stability	strict_signal	adaptive_binary_split	0	False	subsample80_pilot10	0.8	1000	800
pbmc68k_zheng2017	rare_state_guard_off	rare_state_guard	8	rare-state guard off	800	13187	cell	batch	11	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	1	0	0	1	2000	1.8336249999993013	252.93711471557617	0.0	0.0			biwhiten	spectral_stability	adaptive_near_edge	off	0	False	subsample80_pilot10	0.8	1000	800
pbmc68k_zheng2017	force_min_embedding_pcs_10	no_call_contract	8	force minimum 10 embedding PCs	800	13187	cell	batch	11	1	ok		1	10	10	4	2000	21.16283869999461	252.9370155334473	0.07718606834227	0.1439284874969356			biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	10	False	subsample80_pilot10	0.8	1000	800
pbmc68k_zheng2017	batch_residualized	batch_residualization	8	batch residualized fit	800	13187	cell	batch	11	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	1	0	0	1	2000	1.984394599989173	402.701774597168	0.0	0.0			biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	True	subsample80_pilot10	0.8	1000	800
pbmc68k_zheng2017	default_v3_3	reference	9	default RMTGuard v3.3	800	13187	cell	batch	11	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	1	0	0	1	2000	1.8360550999932457	253.55054664611816	0.0	0.0			biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_pilot10	0.8	1000	800
pbmc68k_zheng2017	embedding_strict_signal	adaptive_embedding	9	strict signal embedding	800	13187	cell	batch	11	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	1	0	0	1	2000	1.9363176000042583	252.93711376190183	0.0	0.0			biwhiten	spectral_stability	strict_signal	adaptive_binary_split	0	False	subsample80_pilot10	0.8	1000	800
pbmc68k_zheng2017	rare_state_guard_off	rare_state_guard	9	rare-state guard off	800	13187	cell	batch	11	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	1	0	0	1	2000	2.228993400000036	252.9369010925293	0.0	0.0			biwhiten	spectral_stability	adaptive_near_edge	off	0	False	subsample80_pilot10	0.8	1000	800
pbmc68k_zheng2017	force_min_embedding_pcs_10	no_call_contract	9	force minimum 10 embedding PCs	800	13187	cell	batch	11	1	ok		1	10	10	4	2000	22.95114370000374	252.93705940246585	0.1075679423186921	0.1595474415318636			biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	10	False	subsample80_pilot10	0.8	1000	800
pbmc68k_zheng2017	batch_residualized	batch_residualization	9	batch residualized fit	800	13187	cell	batch	11	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	1	0	0	1	2000	2.248120599993854	402.701774597168	0.0	0.0			biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	True	subsample80_pilot10	0.8	1000	800
pdac_gse263733	default_v3_3	reference	0	default RMTGuard v3.3	960	19226	cell	batch	7	21	ok		26	27	27	6	2000	22.126227800006745	438.7011260986328	0.5005896422348327	0.6669350572129427	0.041719742953929	0.129388960852447	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	embedding_strict_signal	adaptive_embedding	0	strict signal embedding	960	19226	cell	batch	7	21	ok		26	26	26	8	2000	18.156841899995925	437.4782266616821	0.5430477769260048	0.7233997895324195	0.0502640164976656	0.1445065492843745	biwhiten	spectral_stability	strict_signal	adaptive_binary_split	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	rare_state_guard_off	rare_state_guard	0	rare-state guard off	960	19226	cell	batch	7	21	ok		26	26	26	9	2000	10.67001440000604	437.4784107208252	0.5326651279905539	0.6910275237896604	0.0477531672405382	0.1391228747339155	biwhiten	spectral_stability	adaptive_near_edge	off	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	force_min_embedding_pcs_10	no_call_contract	0	force minimum 10 embedding PCs	960	19226	cell	batch	7	21	ok		26	27	27	8	2000	17.934888599993428	437.48314094543457	0.4782355008859223	0.654564848113593	0.0611500569064883	0.1748200642591711	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	10	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	batch_residualized	batch_residualization	0	batch residualized fit	960	19226	cell	batch	7	21	ok		22	24	24	8	2000	22.793533300005947	563.5569686889648	0.525687201830284	0.6677561516592929	0.0323483171270935	0.1111442730272459	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	True	subsample80_pilot10	0.8	1200	960
pdac_gse263733	default_v3_3	reference	1	default RMTGuard v3.3	960	19226	cell	batch	7	21	ok		30	30	30	12	500	19.417690599992056	438.0897006988525	0.4328885351423057	0.6344228647197319	0.0685914993246371	0.2117051804933807	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	embedding_strict_signal	adaptive_embedding	1	strict signal embedding	960	19226	cell	batch	7	21	ok		30	30	30	12	500	18.68466310000804	437.478404045105	0.4328885351423057	0.6344228647197319	0.0685914993246371	0.2117051804933807	biwhiten	spectral_stability	strict_signal	adaptive_binary_split	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	rare_state_guard_off	rare_state_guard	1	rare-state guard off	960	19226	cell	batch	7	21	ok		30	31	31	11	500	7.9992840999912	437.478401184082	0.4615680524916831	0.6655501231337332	0.0622590790184803	0.2045996746446	biwhiten	spectral_stability	adaptive_near_edge	off	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	force_min_embedding_pcs_10	no_call_contract	1	force minimum 10 embedding PCs	960	19226	cell	batch	7	21	ok		30	30	30	12	500	19.75675400000182	437.478346824646	0.4328885351423057	0.6344228647197319	0.0685914993246371	0.2117051804933807	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	10	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	batch_residualized	batch_residualization	1	batch residualized fit	960	19226	cell	batch	7	21	ok		21	21	21	8	2000	27.140975899994373	563.5569686889648	0.4993309082601775	0.6609599898952804	0.0280887930078459	0.1015101355322648	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	True	subsample80_pilot10	0.8	1200	960
pdac_gse263733	default_v3_3	reference	2	default RMTGuard v3.3	960	19226	cell	batch	7	21	ok		29	32	32	11	500	17.864964299995336	438.08980560302734	0.43399358477786	0.6298983164114537	0.0696991507246334	0.2186722907775746	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	embedding_strict_signal	adaptive_embedding	2	strict signal embedding	960	19226	cell	batch	7	21	ok		29	29	29	10	500	17.991009599994868	437.4782104492188	0.4628554244384023	0.6543753677105422	0.0720839785439488	0.1984659984665998	biwhiten	spectral_stability	strict_signal	adaptive_binary_split	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	rare_state_guard_off	rare_state_guard	2	rare-state guard off	960	19226	cell	batch	7	21	ok		29	30	30	8	500	7.938151700000162	437.4781484603882	0.4829111229503187	0.651771984105594	0.0709296358478393	0.1918350838174028	biwhiten	spectral_stability	adaptive_near_edge	off	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	force_min_embedding_pcs_10	no_call_contract	2	force minimum 10 embedding PCs	960	19226	cell	batch	7	21	ok		29	31	31	10	500	19.95254469999054	437.4778814315796	0.4822110691608507	0.6584604285915763	0.0726827228565779	0.1992418101537661	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	10	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	batch_residualized	batch_residualization	2	batch residualized fit	960	19226	cell	batch	7	21	ok		21	21	21	7	2000	19.90345690000686	563.5569686889648	0.5773075923930103	0.6762398886292577	0.0439443674420042	0.1178398559190271	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	True	subsample80_pilot10	0.8	1200	960
pdac_gse263733	default_v3_3	reference	3	default RMTGuard v3.3	960	19226	cell	batch	7	21	ok		27	27	27	7	2000	21.847843100011232	438.08985900878906	0.6114860520136528	0.685741369907411	0.043874339840012	0.1299342201896374	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	embedding_strict_signal	adaptive_embedding	3	strict signal embedding	960	19226	cell	batch	7	21	ok		27	27	27	7	2000	22.401612400004524	437.4785051345825	0.6114860520136528	0.685741369907411	0.043874339840012	0.1299342201896374	biwhiten	spectral_stability	strict_signal	adaptive_binary_split	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	rare_state_guard_off	rare_state_guard	3	rare-state guard off	960	19226	cell	batch	7	21	ok		27	27	27	7	2000	13.139854399996691	437.478271484375	0.6059295681965938	0.6828063929069971	0.0425935293351643	0.124790303586442	biwhiten	spectral_stability	adaptive_near_edge	off	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	force_min_embedding_pcs_10	no_call_contract	3	force minimum 10 embedding PCs	960	19226	cell	batch	7	21	ok		27	27	27	7	2000	24.48597969999537	437.47808933258057	0.6114860520136528	0.685741369907411	0.043874339840012	0.1299342201896374	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	10	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	batch_residualized	batch_residualization	3	batch residualized fit	960	19226	cell	batch	7	21	ok		21	24	24	7	2000	36.6870210999914	563.5569686889648	0.6014422998809412	0.6688855009684331	0.0344194426817412	0.1042344797116757	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	True	subsample80_pilot10	0.8	1200	960
pdac_gse263733	default_v3_3	reference	4	default RMTGuard v3.3	960	19226	cell	batch	7	21	ok		27	29	29	7	2000	26.50627240000176	438.0896463394165	0.5092532617922063	0.6432898415307908	0.043157793438361	0.1322782877570906	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	embedding_strict_signal	adaptive_embedding	4	strict signal embedding	960	19226	cell	batch	7	21	ok		27	27	27	7	2000	34.77283729999908	437.47819328308105	0.5793318749431825	0.6494649405620317	0.040478651557401	0.1222862832501614	biwhiten	spectral_stability	strict_signal	adaptive_binary_split	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	rare_state_guard_off	rare_state_guard	4	rare-state guard off	960	19226	cell	batch	7	21	ok		27	28	28	6	2000	20.32947339999373	437.4782648086548	0.5132304190315351	0.6501817031077782	0.0418162393546801	0.1229186753019067	biwhiten	spectral_stability	adaptive_near_edge	off	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	force_min_embedding_pcs_10	no_call_contract	4	force minimum 10 embedding PCs	960	19226	cell	batch	7	21	ok		27	27	27	7	2000	30.66617199999746	437.477931022644	0.5793318749431825	0.6494649405620317	0.040478651557401	0.1222862832501614	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	10	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	batch_residualized	batch_residualization	4	batch residualized fit	960	19226	cell	batch	7	21	ok		25	27	27	7	500	38.46368020000227	563.5569686889648	0.6022166974269406	0.700220564297128	0.032349374597407	0.0975401256936586	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	True	subsample80_pilot10	0.8	1200	960
pdac_gse263733	default_v3_3	reference	5	default RMTGuard v3.3	960	19226	cell	batch	7	21	ok		26	27	27	11	2000	29.60134899998957	438.08985900878906	0.652356238950889	0.7527093806167275	0.0431089846217072	0.1260123347558066	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	embedding_strict_signal	adaptive_embedding	5	strict signal embedding	960	19226	cell	batch	7	21	ok		26	26	26	9	2000	22.520580500000506	437.4785242080689	0.5130154481693341	0.6744946600966081	0.051570227388684	0.1546577154392146	biwhiten	spectral_stability	strict_signal	adaptive_binary_split	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	rare_state_guard_off	rare_state_guard	5	rare-state guard off	960	19226	cell	batch	7	21	ok		26	27	27	10	2000	17.03194380000059	437.478084564209	0.6337943964446768	0.7177816337030597	0.0433833066845715	0.1172410716274664	biwhiten	spectral_stability	adaptive_near_edge	off	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	force_min_embedding_pcs_10	no_call_contract	5	force minimum 10 embedding PCs	960	19226	cell	batch	7	21	ok		26	27	27	8	2000	22.033994199999142	437.4829235076904	0.4845345913611943	0.6678604307446872	0.0488144165816438	0.1509310433076829	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	10	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	batch_residualized	batch_residualization	5	batch residualized fit	960	19226	cell	batch	7	21	ok		21	25	25	9	2000	30.49957160001213	563.5569686889648	0.4890026245329444	0.636799851720632	0.0348082418690787	0.1096051887368118	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	True	subsample80_pilot10	0.8	1200	960
pdac_gse263733	default_v3_3	reference	6	default RMTGuard v3.3	960	19226	cell	batch	7	21	ok		33	33	33	11	500	23.442694199999096	438.0898542404175	0.4480781574037092	0.6279755805243006	0.0549091961899732	0.1873476183905064	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	embedding_strict_signal	adaptive_embedding	6	strict signal embedding	960	19226	cell	batch	7	21	ok		33	33	33	11	500	21.9589272000012	437.4784603118897	0.4480781574037092	0.6279755805243006	0.0549091961899732	0.1873476183905064	biwhiten	spectral_stability	strict_signal	adaptive_binary_split	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	rare_state_guard_off	rare_state_guard	6	rare-state guard off	960	19226	cell	batch	7	21	ok		33	36	36	10	500	9.799848599999676	437.47845554351807	0.5237754152222596	0.705424160757407	0.0739311803906479	0.2008789803513543	biwhiten	spectral_stability	adaptive_near_edge	off	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	force_min_embedding_pcs_10	no_call_contract	6	force minimum 10 embedding PCs	960	19226	cell	batch	7	21	ok		33	33	33	11	500	23.03812059998745	437.4782409667969	0.4480781574037092	0.6279755805243006	0.0549091961899732	0.1873476183905064	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	10	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	batch_residualized	batch_residualization	6	batch residualized fit	960	19226	cell	batch	7	21	ok		20	25	25	8	2000	32.201553899998544	563.5569686889648	0.4875713501137947	0.6294670919438448	0.0342368027223004	0.1138578405553416	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	True	subsample80_pilot10	0.8	1200	960
pdac_gse263733	default_v3_3	reference	7	default RMTGuard v3.3	960	19226	cell	batch	7	21	ok		30	32	32	9	500	24.40296619999572	438.0897054672241	0.4755824299206857	0.6507482261297642	0.0670504394165122	0.193448396823935	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	embedding_strict_signal	adaptive_embedding	7	strict signal embedding	960	19226	cell	batch	7	21	ok		30	30	30	6	500	23.984940999987884	437.4786281585693	0.5242297083328922	0.6659496782489969	0.0573053704192504	0.1468003554772209	biwhiten	spectral_stability	strict_signal	adaptive_binary_split	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	rare_state_guard_off	rare_state_guard	7	rare-state guard off	960	19226	cell	batch	7	21	ok		30	30	30	6	500	14.918260800011922	437.4782428741455	0.5232267228779216	0.6587175766631297	0.0569130536460809	0.1434734489968	biwhiten	spectral_stability	adaptive_near_edge	off	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	force_min_embedding_pcs_10	no_call_contract	7	force minimum 10 embedding PCs	960	19226	cell	batch	7	21	ok		30	30	30	6	500	24.57147209999676	437.482774734497	0.5242297083328922	0.6659496782489969	0.0573053704192504	0.1468003554772209	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	10	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	batch_residualized	batch_residualization	7	batch residualized fit	960	19226	cell	batch	7	21	ok		22	25	25	7	2000	26.079221700012567	563.5569686889648	0.5015653862165789	0.6662844128779234	0.0395452578460545	0.1267546400848071	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	True	subsample80_pilot10	0.8	1200	960
pdac_gse263733	default_v3_3	reference	8	default RMTGuard v3.3	960	19226	cell	batch	7	21	ok		28	28	28	9	500	19.31702770000265	438.0895128250122	0.5784269853852695	0.7501735283217023	0.0724732450152152	0.1944839789535511	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	embedding_strict_signal	adaptive_embedding	8	strict signal embedding	960	19226	cell	batch	7	21	ok		28	28	28	9	500	17.98803670000052	437.47845554351807	0.5784269853852695	0.7501735283217023	0.0724732450152152	0.1944839789535511	biwhiten	spectral_stability	strict_signal	adaptive_binary_split	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	rare_state_guard_off	rare_state_guard	8	rare-state guard off	960	19226	cell	batch	7	21	ok		28	28	28	9	500	8.844844299994293	437.4780397415161	0.5725715585280376	0.737222344478458	0.0711798465890902	0.1884311339183407	biwhiten	spectral_stability	adaptive_near_edge	off	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	force_min_embedding_pcs_10	no_call_contract	8	force minimum 10 embedding PCs	960	19226	cell	batch	7	21	ok		28	32	32	10	500	21.629841999994824	437.4782075881958	0.4515279913851036	0.6532148223497758	0.05716749448479	0.1778546827692168	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	10	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	batch_residualized	batch_residualization	8	batch residualized fit	960	19226	cell	batch	7	21	ok		20	25	25	11	2000	36.362247600001865	563.5569686889648	0.4799437318310026	0.6282056073105725	0.0326341239920243	0.1147593481098147	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	True	subsample80_pilot10	0.8	1200	960
pdac_gse263733	default_v3_3	reference	9	default RMTGuard v3.3	960	19226	cell	batch	7	21	ok		27	27	27	9	2000	23.67351860000053	438.0893964767456	0.5492529861198966	0.7259443898752229	0.0477527757839911	0.1399191152431758	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	embedding_strict_signal	adaptive_embedding	9	strict signal embedding	960	19226	cell	batch	7	21	ok		27	27	27	9	2000	23.41998299999977	437.4784059524536	0.5492529861198966	0.7259443898752229	0.0477527757839911	0.1399191152431758	biwhiten	spectral_stability	strict_signal	adaptive_binary_split	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	rare_state_guard_off	rare_state_guard	9	rare-state guard off	960	19226	cell	batch	7	21	ok		27	27	27	9	2000	13.989770000000137	437.4783420562744	0.5407522968655365	0.6999432640290982	0.0454918672945161	0.1337426549908471	biwhiten	spectral_stability	adaptive_near_edge	off	0	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	force_min_embedding_pcs_10	no_call_contract	9	force minimum 10 embedding PCs	960	19226	cell	batch	7	21	ok		27	28	28	7	2000	26.160122399989632	437.48314094543457	0.5275134574725774	0.6909552830504148	0.0481176710531731	0.1380356880820819	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	10	False	subsample80_pilot10	0.8	1200	960
pdac_gse263733	batch_residualized	batch_residualization	9	batch residualized fit	960	19226	cell	batch	7	21	ok		24	27	27	8	2000	23.10100859998784	563.5569686889648	0.5178910730161268	0.677779927542762	0.0338684543174134	0.1254148370391199	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	True	subsample80_pilot10	0.8	1200	960
kang_ifnb_pbmc	default_v3_3	reference	0	default RMTGuard v3.3	800	15701	cell	batch	8	8	ok		5	7	7	6	2000	18.235939999998664	300.27605533599854	0.7641105416185069	0.704639461480771	0.0200408203392935	0.0348346495052057	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_seurat_matched20	0.8	1000	800
kang_ifnb_pbmc	default_v3_3	reference	1	default RMTGuard v3.3	800	15701	cell	batch	8	8	ok		5	8	8	4	2000	14.855975400001626	299.6588773727417	0.5709533610045425	0.6519183678785779	0.0053099225216373	0.0171163090480736	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_seurat_matched20	0.8	1000	800
kang_ifnb_pbmc	default_v3_3	reference	2	default RMTGuard v3.3	800	15701	cell	batch	8	8	ok		5	7	7	6	2000	14.29550379999273	299.6587495803833	0.7589817280048534	0.7162723126031574	0.0247774730816307	0.0424681735590332	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_seurat_matched20	0.8	1000	800
kang_ifnb_pbmc	default_v3_3	reference	3	default RMTGuard v3.3	800	15701	cell	batch	8	8	ok		5	7	7	5	2000	15.13899279999896	299.6578893661499	0.5105151963873577	0.6209195933714188	0.0133668849355528	0.0212913305291927	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_seurat_matched20	0.8	1000	800
kang_ifnb_pbmc	default_v3_3	reference	4	default RMTGuard v3.3	800	15701	cell	batch	8	8	ok		5	6	6	5	2000	12.850994799999173	299.6580209732056	0.816317443383009	0.7608147738511193	0.0197638672621229	0.0365287495806382	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_seurat_matched20	0.8	1000	800
kang_ifnb_pbmc	default_v3_3	reference	5	default RMTGuard v3.3	800	15701	cell	batch	8	8	ok		5	7	7	5	2000	13.159107699990273	299.6577310562134	0.804501806839796	0.768988425041596	0.0185929543253136	0.0371672049424084	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_seurat_matched20	0.8	1000	800
kang_ifnb_pbmc	default_v3_3	reference	6	default RMTGuard v3.3	800	15701	cell	batch	8	8	ok		5	8	8	6	2000	15.882451800003764	299.6590166091919	0.7565216932997579	0.7053238728674854	0.020511497992331	0.036180692766971	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_seurat_matched20	0.8	1000	800
kang_ifnb_pbmc	default_v3_3	reference	7	default RMTGuard v3.3	800	15701	cell	batch	8	8	ok		5	6	6	5	2000	11.74670000000333	299.65750312805176	0.5070477871507219	0.6122947062130598	0.0102520502890759	0.0220724528292747	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_seurat_matched20	0.8	1000	800
kang_ifnb_pbmc	default_v3_3	reference	8	default RMTGuard v3.3	800	15701	cell	batch	8	8	ok		5	6	6	6	2000	12.508556900007534	299.65794372558594	0.7600435462904844	0.7067972298012896	0.0216331296954796	0.0324078721403531	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_seurat_matched20	0.8	1000	800
kang_ifnb_pbmc	default_v3_3	reference	9	default RMTGuard v3.3	800	15701	cell	batch	8	8	ok		5	6	6	5	2000	11.654445599997416	299.6579389572144	0.3510360226689045	0.5017816658220945	0.0110091370531195	0.0235242620312842	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_seurat_matched20	0.8	1000	800
kang_ifnb_pbmc	default_v3_3	reference	10	default RMTGuard v3.3	800	15701	cell	batch	8	8	ok		5	7	7	5	2000	14.774380799994104	299.65791034698486	0.38241553977227	0.5244706750947468	0.0094333889066296	0.0176924803890722	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_seurat_matched20	0.8	1000	800
kang_ifnb_pbmc	default_v3_3	reference	11	default RMTGuard v3.3	800	15701	cell	batch	8	8	ok		5	6	6	5	2000	12.557189500003004	299.65782737731934	0.5266609694909823	0.6059620456411309	0.0123275884070663	0.0188766909610391	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_seurat_matched20	0.8	1000	800
kang_ifnb_pbmc	default_v3_3	reference	12	default RMTGuard v3.3	800	15701	cell	batch	8	8	ok		5	7	7	6	2000	13.314449600002265	299.6576223373413	0.7685084078029037	0.7181712942703163	0.0254511946567847	0.0410262192981822	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_seurat_matched20	0.8	1000	800
kang_ifnb_pbmc	default_v3_3	reference	13	default RMTGuard v3.3	800	15701	cell	batch	8	8	ok		5	7	7	5	2000	15.33646960000624	299.6602592468262	0.7836187749667668	0.7422588341358923	0.0168267375948732	0.0357358220472402	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_seurat_matched20	0.8	1000	800
kang_ifnb_pbmc	default_v3_3	reference	14	default RMTGuard v3.3	800	15701	cell	batch	8	8	ok		5	6	6	5	2000	14.929586400001426	299.65827083587646	0.5268680052742174	0.6027868059783673	0.0117894795537612	0.0214009726047221	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_seurat_matched20	0.8	1000	800
kang_ifnb_pbmc	default_v3_3	reference	15	default RMTGuard v3.3	800	15701	cell	batch	8	8	ok		5	7	7	5	2000	14.597889199998464	299.657826423645	0.5407621085951747	0.6037193453895164	0.0087669059703102	0.016226373919881	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_seurat_matched20	0.8	1000	800
kang_ifnb_pbmc	default_v3_3	reference	16	default RMTGuard v3.3	800	15701	cell	batch	8	8	ok		5	7	7	5	2000	13.74632209999254	299.6581172943115	0.5308898332585736	0.598207556503668	0.0123408522865067	0.0166507776278108	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_seurat_matched20	0.8	1000	800
kang_ifnb_pbmc	default_v3_3	reference	17	default RMTGuard v3.3	800	15701	cell	batch	8	8	ok		5	6	6	5	2000	18.90905040000507	299.6581115722656	0.7966476383630684	0.7633070666755993	0.0181245495623595	0.0389291399759428	biwhiten	spectral_stability	adaptive_near_edge	adaptive_binary_split	0	False	subsample80_seurat_matched20	0.8	1000	800
