calibration_type	null_model	repeat	n_cells	n_genes	false_signal_pc_floor	false_signal	false_call	n_signal_pcs	accepted_embedding_pcs	cluster_n	analysis_status	no_call_reason	rare_state_guard	rare_state_guard_selected	rare_state_guard_reason	rare_state_binary_fraction	rare_state_binary_separation	rare_state_binary_silhouette	selected_hvg_n	mp_edge	selected_edge	bulk_ks	null_false_positive_rate	runtime_seconds	peak_memory_mb
realistic_null	gene_permutation_null	24	220	500	1	0	0	0	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.45283305938128	6.647732606876732	0.0112071840867519		0.1229721000127028	6.620720863342285
realistic_null	library_stratified_gene_null	24	220	500	1	0	0	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.314019327552167	6.504726184291376	0.0160220835365627		0.1246950000058859	6.6208696365356445
realistic_null	library_multinomial_null	25	220	500	1	0	0	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.099803857776165	6.2840406109590505	0.0117476522239972		0.2220839999790769	6.620915412902832
realistic_null	gene_permutation_null	25	220	500	1	0	0	0	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.39508402489398	6.588239336859657	0.014198782306437		0.127784900018014	6.620705604553223
realistic_null	library_stratified_gene_null	25	220	500	1	0	0	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.27787402586966	6.4674891601240025	0.0127868878893294		0.1400407999753952	6.620968818664551
realistic_null	library_multinomial_null	26	220	500	1	0	0	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.230092499156447	6.418264453671077	0.0206469220857447		0.2164671000209637	6.620915412902832
realistic_null	gene_permutation_null	26	220	500	1	0	0	0	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					300	4.911527793312572	5.089541842952861	0.0173991279989367		0.1900481999909971	6.620649337768555
realistic_null	library_stratified_gene_null	26	220	500	1	0	0	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.366171415203212	6.558453458870487	0.0183256928075377		0.2308536999917123	6.620820045471191
realistic_null	library_multinomial_null	27	220	500	1	0	0	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.082622837237048	6.266340659727356	0.0142553848293876		0.2142361000005621	6.62077522277832
realistic_null	gene_permutation_null	27	220	500	1	0	0	0	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					300	4.794058204222362	4.967814670857216	0.0094618703696031		0.1678154999972321	6.621092796325684
