calibration_type	prevalence	effect_size	repeat	n_cells	n_genes	ari	nmi	rare_precision	rare_recall	rare_f1	power_pass	rare_ari_floor	rare_f1_floor	fixed_ari	fixed_nmi	fixed_rare_f1	n_signal_pcs	accepted_embedding_pcs	cluster_n	analysis_status	no_call_reason	rare_state_guard	rare_state_guard_selected	rare_state_guard_reason	rare_state_binary_fraction	rare_state_binary_separation	rare_state_binary_silhouette	selected_hvg_n	mp_edge	selected_edge	bulk_ks	null_false_positive_rate	runtime_seconds	peak_memory_mb
rare_state_power	0.02	2.5	22	220	500	0.0	0.0	0.0181818181818181	1.0	0.0357142857142857	0	0.8	0.7	0.0018096864643931	0.0073076771320761	0.055045871559633	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.271823086247436	6.461255459630169	0.0118047668867595		0.1214927000110037	6.620913505554199
rare_state_power	0.02	2.5	23	220	500	0.0	0.0	0.0181818181818181	1.0	0.0357142857142857	0	0.8	0.7	0.000689834835102	0.0066132868040372	0.0535714285714285	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.275347887230836	6.464886722707095	0.0162998404411538		0.1145359999791253	6.621068954467773
rare_state_power	0.02	2.5	24	220	500	0.0	0.0	0.0181818181818181	1.0	0.0357142857142857	0	0.8	0.7	-0.0077230779964877	0.0268652099478065	0.0620155038759689	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.3033579591736855	6.493742802953079	0.016622164764411		0.2054932000173721	6.621026039123535
rare_state_power	0.02	2.5	25	220	500	0.0	0.0	0.0181818181818181	1.0	0.0357142857142857	0	0.8	0.7	0.0039345995763696	0.0085702155680199	0.0576923076923076	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.335743775700665	6.527106791536936	0.0203108579877887		0.1204293000046163	6.621026039123535
rare_state_power	0.02	2.5	26	220	500	0.0	0.0	0.0181818181818181	1.0	0.0357142857142857	0	0.8	0.7	-0.0156813237085608	0.0214616500250505	0.054421768707483	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.189008075369818	6.375939127550322	0.0104883030340751		0.1389523000107146	6.621075630187988
rare_state_power	0.02	2.5	27	220	500	0.0	0.0	0.0181818181818181	1.0	0.0357142857142857	0	0.8	0.7	-0.0042556351874143	0.0028247939082769	0.0451127819548872	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.312639556024972	6.503304738534609	0.0203295703970087		0.1374307000078261	6.621140480041504
rare_state_power	0.02	2.5	28	220	500	0.0	0.0	0.0181818181818181	1.0	0.0357142857142857	0	0.8	0.7	0.0022082327926823	0.007549297837243	0.0555555555555555	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.192591623001148	6.379630911642341	0.0103099146046669		0.1298211000103037	6.621010780334473
rare_state_power	0.02	2.5	29	220	500	0.0	0.0	0.0181818181818181	1.0	0.0357142857142857	0	0.8	0.7	0.0016358760247874	0.0006524429953148	0.0416666666666666	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.25359754636867	6.442479440691655	0.0125504403685131		0.1429213999945204	6.621222496032715
rare_state_power	0.02	2.5	30	220	500	0.0	0.0	0.0181818181818181	1.0	0.0357142857142857	0	0.8	0.7	0.0001551474228921	0.0001593389591965	0.038095238095238	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.234604217058363	6.422912442226429	0.0115374260306143		0.125700600008713	6.621060371398926
rare_state_power	0.02	2.5	31	220	500	0.0	0.0	0.0181818181818181	1.0	0.0357142857142857	0	0.8	0.7	0.0038840983387817	0.0014093159063088	0.0454545454545454	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.237350462820675	6.425741634820227	0.0120053750907385		0.1259622999932617	6.621026039123535
rare_state_power	0.02	2.5	32	220	500	0.0	0.0	0.0181818181818181	1.0	0.0357142857142857	0	0.8	0.7	0.0058849589490309	0.0096857533045757	0.06	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.2845234660741225	6.474339438142652	0.0164481527632651		0.1301393999892752	6.62101936340332
rare_state_power	0.02	2.5	33	220	500	0.0	0.0	0.0181818181818181	1.0	0.0357142857142857	0	0.8	0.7	-0.0025068906237396	0.0044157321171933	0.048780487804878	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.29646912849728	6.486645903980274	0.0183561469508621		0.1333603000093717	6.621125221252441
rare_state_power	0.02	2.5	34	220	500	0.0	0.0	0.0181818181818181	1.0	0.0357142857142857	0	0.8	0.7	-0.0043713353581933	0.0026847553949029	0.044776119402985	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.306793094692692	6.497281692335244	0.0143625596053428		0.1275336999970022	6.621140480041504
rare_state_power	0.02	2.5	35	220	500	0.0	0.0	0.0181818181818181	1.0	0.0357142857142857	0	0.8	0.7	-0.0015035333963175	0.0051559835342126	0.0504201680672268	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.304795396260739	6.495223655983988	0.0140736182582321		0.1283368000003975	6.621125221252441
rare_state_power	0.02	2.5	36	220	500	0.0667689001884675	0.2111481104451218	1.0	1.0	1.0	1	0.8	0.7	-0.0043713353581933	0.0026847553949029	0.044776119402985	2	2	3	ok		adaptive_binary_split	True	accepted_rare_binary_split	0.0181818181818181	6.082822121982301	0.7690031167441912	500	6.169343933757258	6.355681055757495	0.0117049063555664		2.3200836000032723	10.13183307647705
rare_state_power	0.02	2.5	37	220	500	0.0	0.0	0.0181818181818181	1.0	0.0357142857142857	0	0.8	0.7	0.0014239054989206	0.0070712201705276	0.0545454545454545	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.17180293343412	6.358214326366196	0.0078696481613793		0.1281405999907292	6.620697975158691
